id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1395409435347009537,1395409435347009537,2021-05-20 13:01:49 -03,2021-05-20,13:01:49,-0300,921390373,icomem_oficial,ICOMEM,,"Desde ICOMEM hacemos un llamamiento a la responsabilidad. 

Son días de disfrutar del fútbol pero nunca sin olvidar el sentido común. 
Estamos cerca de volver a disfrutar del fútbol con toda la pasión pero de momento hagámoslo con cabeza. 

#LibertadResponsable #ConCabeza https://t.co/k9Q800L6yn",es,[],[],[],0,3,3,"['libertadresponsable', 'concabeza']",[],https://twitter.com/Icomem_Oficial/status/1395409435347009537,,,1,https://pbs.twimg.com/ext_tw_video_thumb/1395409358029209602/pu/img/6_8P4kbd9VTIxSOH.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1395404109646286849,1395395853863596033,2021-05-20 12:40:39 -03,2021-05-20,12:40:39,-0300,403802054,henrynoboaa,Henry Noboa A,,@LuisLacallePou @MatiasBarreto_ @AlfieIsaac #Uruguay 🇺🇾🌿La única métrica en todas las áreas es la regla de oro a seguir con entereza que se denomina #LibertadResponsable en ella se basan y fundamentan los principios de rectitud y sentido de servicio por el país.,es,"['luislacallepou', 'matiasbarreto_', 'alfieisaac']",[],[],0,0,0,"['uruguay', 'libertadresponsable']",[],https://twitter.com/HenryNoboaA/status/1395404109646286849,,,0,,,,,,,,"{'user_id': '189861728', 'username': 'LuisLacallePou'}",,,,
1395039242057814018,1395039242057814018,2021-05-19 12:30:48 -03,2021-05-19,12:30:48,-0300,403802054,henrynoboaa,Henry Noboa A,,"🌿🇺🇾✨#Uruguay de vacuna 💉,muchas gracias al gobierno de #Uruguay @LuisLacallePou @MSPUruguay @antelarena por la inédita oportunidad que se nos brinda a todos los ciudadanos y residentes para acceder a la #VacunaCOVID19.
Corresponderemos con #libertadresponsable 🙌✨💐 https://t.co/Ugd8m2vmt8",es,"['luislacallepou', 'mspuruguay', 'antelarena']",[],"['https://pbs.twimg.com/media/E1wsyP3XEAUDnuE.jpg', 'https://pbs.twimg.com/media/E1wsyP4WYAURT_l.jpg']",0,0,0,"['uruguay', 'uruguay', 'vacunacovid19', 'libertadresponsable']",[],https://twitter.com/HenryNoboaA/status/1395039242057814018,,,1,https://pbs.twimg.com/media/E1wsyP3XEAUDnuE.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1394746637772369922,1394746637772369922,2021-05-18 17:08:06 -03,2021-05-18,17:08:06,-0300,22591839,toti_okey,toti,,"Siempre tendremos aquellos con la “viveza criolla,” q no es nada mas q cagarse en el otro xq puede. Al menos durante esta pandemia así parecería ser #libertadresponsable ? 🇺🇾",es,[],[],[],0,0,1,['libertadresponsable'],[],https://twitter.com/toti_okey/status/1394746637772369922,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1394717442627317766,1394717442627317766,2021-05-18 15:12:05 -03,2021-05-18,15:12:05,-0300,1380879234,pereiraarbiza,Julio Pereira,,Regresaron a #Uruguay los niños de la calle #libertadresponsable,es,[],[],[],0,0,0,"['uruguay', 'libertadresponsable']",[],https://twitter.com/pereiraarbiza/status/1394717442627317766,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1394072659667849216,1394072659667849216,2021-05-16 20:29:57 -03,2021-05-16,20:29:57,-0300,287267259,romulomchenlo,RómuloMartínezChenlo,,"Mi ciudad, #Florida , esta conmovida:hoy hubo 5 muertes por covid. Madres, padres con hijos chicos. Ya está.Cientos de miles de nosotros, hemos dado todo con la #LibertadResponsable para cuidar al #MallaOro Nosotros nos cuidamos solos, pero es el estado quien lo debe resolver https://t.co/GAkrevQ2wE",es,[],[],['https://pbs.twimg.com/media/E1i9sc0XsAA9sbm.jpg'],1,21,59,"['florida', 'libertadresponsable', 'mallaoro']",[],https://twitter.com/RomuloMChenlo/status/1394072659667849216,,,1,https://pbs.twimg.com/media/E1i9sc0XsAA9sbm.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1394030858600910854,1394025950728314889,2021-05-16 17:43:51 -03,2021-05-16,17:43:51,-0300,1167729298855342080,farmaciag2,FarmaciaG2 🚫lucros,,Como sanitarios de “segunda” no podemos aprobar el botellón con o sin pandemia. Eso si; demos recursos y opciones para q los jóvenes se diviertan de forma segura! #stopbotellon #botellon #responsabilidaddetodos #libertadresponsable #portodos #undiamadundiamenos @FarmaciaG2,es,['farmaciag2'],[],[],1,3,18,"['stopbotellon', 'botellon', 'responsabilidaddetodos', 'libertadresponsable', 'portodos', 'undiamadundiamenos']",[],https://twitter.com/FarmaciaG2/status/1394030858600910854,,,0,,,,,,,,"{'user_id': '1167729298855342080', 'username': 'FarmaciaG2'}",,,,
1393713683432357888,1393713452003340292,2021-05-15 20:43:30 -03,2021-05-15,20:43:30,-0300,1245933048,eltraspi2010,Cristhian,,@_nosoyelena Deje de salir señora y no tendrá contacto #LibertadResponsable,es,[],[],[],1,0,0,['libertadresponsable'],[],https://twitter.com/Eltraspi2010/status/1393713683432357888,,,0,,,,,,,,"{'user_id': '3012886113', 'username': 'SoyLaFuega'}",,,,
1393546234669977602,1393546234669977602,2021-05-15 09:38:07 -03,2021-05-15,09:38:07,-0300,1112928952069378048,letelierarce,CarlosArceLetelier,,"Lo mismo de siempre.  La perrada no entiende que es #LibertadResponsable 
https://t.co/Y8zHCEa0B9 https://t.co/0ALvl4uR5H",es,[],['https://twitter.com/delpynews/status/1393443212077977604?s=09'],['https://pbs.twimg.com/media/E1be6hRWQAcpNZd.jpg'],0,0,2,['libertadresponsable'],[],https://twitter.com/LetelierArce/status/1393546234669977602,,https://twitter.com/delpynews/status/1393443212077977604?s=09,1,https://pbs.twimg.com/media/E1be6hRWQAcpNZd.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1393313058013990918,1393309902169333762,2021-05-14 18:11:34 -03,2021-05-14,18:11:34,-0300,403802054,henrynoboaa,Henry Noboa A,,"@UNESCO_es @ONU_es @pnud @opsoms @WHO @JoeBiden @netanyahu @LassoGuillermo @EmmanuelMacron @LuisLacallePou Construyendo desde ahora un mundo de arte, belleza y seguridad en todos los niveles,empezando por la salubridad #como principio rector
Posible mediante:
#LibertadResponsable",es,"['unesco_es', 'onu_es', 'pnud', 'opsoms', 'who', 'joebiden', 'netanyahu', 'lassoguillermo', 'emmanuelmacron', 'luislacallepou']",[],[],0,0,0,"['como', 'libertadresponsable']",[],https://twitter.com/HenryNoboaA/status/1393313058013990918,,,0,,,,,,,,"{'user_id': '403802054', 'username': 'HenryNoboaA'}",,,,
1393190602574008321,1393190602574008321,2021-05-14 10:04:58 -03,2021-05-14,10:04:58,-0300,859061186,dulceincoherent,CHINI 💗 (◔◡◔),,"#LIBERTADRESPONSABLE
(ARREGLENSE COMO PUEDAN)

#MENTIRA 

#CUIDATE (SOS RESPONSABLE DE LO QUE TE PASE)

#ESTADO AUSENTE 

#VACUNATE O TE VACUNAMOS EL SUELDO .

#CRISISHUMANITARIA

#URUGUAY. 😒",es,[],[],[],0,0,0,"['libertadresponsable', 'mentira', 'cuidate', 'estado', 'vacunate', 'crisishumanitaria', 'uruguay']",[],https://twitter.com/DulceIncoherent/status/1393190602574008321,,https://twitter.com/CSiculi/status/1393025820873142280,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1392772494004740099,1392623306617073664,2021-05-13 06:23:33 -03,2021-05-13,06:23:33,-0300,269548218,cris60otegui,Cris Otegui,,"@cupertina54 @brm59 #GobiernoPresente #LibertadResponsable , que varios no la tienen.",es,"['cupertina54', 'brm59']",[],[],1,0,0,"['gobiernopresente', 'libertadresponsable']",[],https://twitter.com/Cris60Otegui/status/1392772494004740099,,,0,,,,,,,,"{'user_id': '153584865', 'username': 'cupertina54'}",,,,
1392634943067627523,1392634943067627523,2021-05-12 21:16:58 -03,2021-05-12,21:16:58,-0300,1112928952069378048,letelierarce,CarlosArceLetelier,,"@msaludpy llegamos a los 3.441 internados y de esos 600 en UTI y vacunas ya casi no quedan¡¡¡¡¡
Lo único que nos queda ante la ineficacia del gobierno es cuidarnos. 
#LibertadResponsable",es,['msaludpy'],[],[],0,0,0,['libertadresponsable'],[],https://twitter.com/LetelierArce/status/1392634943067627523,,,0,,,,,,,,"{'user_id': '368430511', 'username': 'msaludpy'}",,,,
1392213816138686465,1392213816138686465,2021-05-11 17:23:34 -03,2021-05-11,17:23:34,-0300,289228483,mikihoyos,Miguel Angel Martín,,"Agradable día en Alcalá de Henares, con mi madre ya vacunada (2 dosis) y mi hermana (a falta de la 2a). Al ""jovenzuelo"" aún no le pincharon. Feliz sobre todo x mamá, hace tiempo q no salía de su barrio y la mujer lo ha disfrutado #LibertadResponsable (lo de Ayuso es un desmadre) https://t.co/e8EmsoolpM",es,[],[],['https://pbs.twimg.com/media/E1Ii70_WEAIGO1v.jpg'],6,20,55,['libertadresponsable'],[],https://twitter.com/mikihoyos/status/1392213816138686465,,,1,https://pbs.twimg.com/media/E1Ii70_WEAIGO1v.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1392094970144768004,1392094970144768004,2021-05-11 09:31:19 -03,2021-05-11,09:31:19,-0300,1158486482,smilecass2001,cassandra sicre,,"Cuando rockeas por dentro y por fuera ! 

#spring #rockandroll #leggingsaddict #katrina #calavera #watercolorprint #madeinspain🇪🇸 #libertadresponsable #mascarillasreutilizables https://t.co/fUBuCV5sXj",es,[],['https://www.instagram.com/p/COu5W-bj3Ff/?igshid=1f1gqoersfn60'],[],0,1,1,"['spring', 'rockandroll', 'leggingsaddict', 'katrina', 'calavera', 'watercolorprint', 'madeinspain', 'libertadresponsable', 'mascarillasreutilizables']",[],https://twitter.com/smilecass2001/status/1392094970144768004,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1391706206801178626,1391706206801178626,2021-05-10 07:46:31 -03,2021-05-10,07:46:31,-0300,338009391,juanparesiste,Juanpa ☬,,#libertadresponsable #ElPeorGobiernoDeLaHistoria #coronavirusuruguay,qht,[],[],[],0,0,0,"['libertadresponsable', 'elpeorgobiernodelahistoria', 'coronavirusuruguay']",[],https://twitter.com/juanparesiste/status/1391706206801178626,,https://twitter.com/DailyQuino/status/1391705071235125249,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1391565859857092610,1391565859857092610,2021-05-09 22:28:49 -03,2021-05-09,22:28:49,-0300,792233472,taniadelche,Tania del Che,,La #LibertadResponsable del #PerillasInepto,es,[],[],[],1,0,1,"['libertadresponsable', 'perillasinepto']",[],https://twitter.com/taniadelche/status/1391565859857092610,,https://twitter.com/CoallaGonzalo/status/1391552195544420357,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1391378494396026887,1391378494396026887,2021-05-09 10:04:18 -03,2021-05-09,10:04:18,-0300,153584865,cupertina54,Ma.Cris🇺🇾🕊🌱,,"#LibertadResponsable
#GobiernoParaOligarcas
#ElPeorGobiernoDeLaHistoria 
#ElPeorPresidenteDeLaHistoria 
@MSPUruguay  así se podía?",es,['mspuruguay'],[],[],0,0,0,"['libertadresponsable', 'gobiernoparaoligarcas', 'elpeorgobiernodelahistoria', 'elpeorpresidentedelahistoria']",[],https://twitter.com/cupertina54/status/1391378494396026887,,https://twitter.com/raquel_da/status/1391225922867634177,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
